Episodes done,Episode Reward,Frames Done,Loss,framerate
1,3.5320538893879743,41,0,6.514806998819454
2,5.279282968602523,87,0,5.604996510437559
3,9.401660453718144,132,0,5.552278592180815
4,-3.924363512532959,170,0,5.681899785659344
5,6.027442104906527,216,0,5.675597986502684
6,-3.538781287806544,250,0,5.833071229524856
7,2.411155142242192,285,0,5.732110569632157
8,-5.36755681978029,323,0,5.844559259377134
9,-1.2509231234145393,360,0,5.823550886198996
10,-2.114091890312695,392,0,5.755548583791235
11,3.3620805524159874,457,0,5.8506940425102645
12,5.982027702952056,502,0,5.476892783773553
13,-2.355718065220028,533,0,5.45364812130177
14,1.5324614836558705,580,0,5.726954949873329
15,-7.8192244446071895,621,0,6.142858272040712
16,-2.4734421534586994,684,0,5.56051081704015
17,-1.1527392894373651,731,0,5.524060068461587
18,-10.041142364293488,764,0,5.696036200051422
19,-4.433397580429319,793,0,5.8782358931910945
20,-3.025919307901325,840,0,5.74973630793295
21,-3.683419623657695,879,0,6.178213998060196
22,-2.14830604791456,919,0,5.603083321029779
23,0.9516010323808111,951,0,5.7094029582060255
24,9.839292949797652,1019,0.5848225268878435,4.9297224502217425
25,6.362296352883405,1074,0.23799874041495578,5.117635389813886
26,13.683227477020658,1130,0.19496708226047063,5.060416284939076
27,-7.030601893245842,1179,0.17728502579033376,5.046740976180093
28,12.790604630058898,1237,0.1715023271992045,4.93725496580029
29,0.03619432167627501,1287,0.18438015323059231,5.015601971665437
30,2.0430949386932955,1331,0.13664684130085838,5.011343406001314
31,1.2146062163353228,1374,0.1429009521380067,5.026768410610831
32,14.957201468417733,1412,0.1105130238410754,5.205501069122364
33,8.850702222753124,1468,0.1076197637277737,5.044307608574374
34,14.943734499259822,1501,0.10517722740769386,5.515830453482083
35,17.28921109476656,1540,0.0997629351913929,5.458668574515748
36,15.261656667323631,1580,0.10672170568893595,5.276012654917702
37,27.962582245287805,1630,0.1035916029530413,5.3746690870734
38,6.976836670015597,1670,0.07964510715952734,5.174508387563236
39,-0.815144019914948,1706,0.06827268296399631,5.353054619077621
40,13.153739995485289,1740,0.07278449285243238,5.26940888917043
41,0.23323692382308714,1778,0.06389196006915508,5.288425245102563
42,12.300332715607553,1816,0.0753760063686432,5.318414398298055
43,8.165472274018335,1862,0.051666595477690085,5.463211683078468
44,1.4507583983046608,1911,0.05007873099297285,5.24361077504561
45,3.1749249595954776,1946,0.05024730838421318,5.373517889346447
46,5.71355989388662,1981,0.04578598480050763,5.297735073676689
47,3.985993372443229,2016,0.04841387468493647,5.346703467149862
48,13.034879125434124,2090,0.04551810552676519,5.402831828806085
49,6.5463848321823725,2128,0.056918850455146566,5.658107303895537
50,8.37035564609354,2165,0.06114376375549718,5.4065616541941655
51,3.2664125917145785,2219,0.049748476696285335,5.433336829935412
52,17.592613583553057,2298,0.04472158350981772,5.355344876503693
53,10.599317155015271,2344,0.046020955600320025,5.3452215559923655
54,6.168796163957829,2398,0.04746277862313119,5.412377100236512
55,5.126503759800501,2434,0.030843187274562346,5.416143375512368
56,9.093299383189532,2478,0.03338732115096516,5.313368000437493
57,-5.838463038956718,2520,0.030919638332412687,5.480803024808945
58,25.30226692200909,2562,0.036537817441100295,5.305831280903218
59,-2.968531075947274,2601,0.03626133671496064,5.2535062465225195
60,2.6085619057496263,2635,0.03476487068193299,5.250599213779476
61,2.6580762492993237,2672,0.03248698585421631,5.41522365714883
62,4.706469651320905,2712,0.029704742247193324,5.241682192395983
63,8.160300571423964,2749,0.027412063687255506,5.470392455427982
64,17.07426350025026,2791,0.027104712741146255,5.266788229716621
65,6.883261818900042,2833,0.023523969250882782,5.31174934567865
66,1.9441909217345206,2878,0.028356845591865156,5.338108718328055
67,16.918514876048434,2924,0.026912666203335246,5.435685565368304
68,5.3133366258122265,2982,0.02413641418314586,5.3153521451888155
69,11.940910286024504,3022,0.02783969941935161,5.293853959387154
70,1.2951199259002006,3082,0.026709797395179508,5.340012745536407
71,11.34190150515283,3120,0.028185447200368613,5.240834516186332
72,7.67090218795639,3162,0.03312753649904977,5.27049174442562
73,12.740877855611224,3203,0.03007571099858199,5.284282921206894
74,2.9524167967052115,3243,0.030179906545615778,5.235928734910819
75,9.48419502327469,3287,0.031246889817217984,5.257017960869068
76,16.763568774977728,3326,0.02905313444789499,5.259196854298499
77,8.916077141373172,3371,0.03954772373823368,5.307338701237035
78,10.355009208877185,3436,0.03312995169085987,5.374907582366642
79,4.390035048062309,3474,0.027382197885368116,5.230937661287613
80,10.025586965340953,3514,0.036974490938208454,5.276634302313497
81,0.8141936973311878,3548,0.029312571829983165,5.246330096665773
82,7.438157646187044,3595,0.02469629154074937,5.291986812263854
83,14.897317708592691,3643,0.025135250705085238,5.212540004583343
84,13.467180908243002,3682,0.02363278903067112,5.179375712855545
85,10.42120859016816,3721,0.020338199869729578,5.234685474328642
86,3.2725734522517556,3758,0.02026884022511934,5.190971883497405
87,8.768511212676465,3808,0.030652704502583717,5.258614152483673
88,3.988093056442466,3844,0.03206551085050042,5.200232099168491
89,5.879083943767792,3882,0.02923383532712857,5.204140446445311
90,14.852623030749083,3924,0.027208396926695525,5.1652411661318425
91,0.009374110299193106,3966,0.02811971558041351,5.195418908336192
92,11.65748584565165,4006,0.024989388814968306,5.233673953270222
93,-9.061872922468867,4038,0.02804719905058543,5.2478220550857255
94,6.6883627128560335,4073,0.026771185686811805,5.267103976638758
95,12.748876650264481,4121,0.024673172918965623,5.24394456009536
96,7.707365260497134,4158,0.023091080623041643,5.254859670123739
97,7.612836326810704,4197,0.02532793451100588,5.2365954932588
98,11.992711798082624,4239,0.03432760703875575,5.208631034159789
99,12.451843663583588,4279,0.023760025116910295,5.233201799986359
100,18.929422339451595,4325,0.024796936581743523,5.211927218035674
101,4.863949189048581,4367,0.022159540137752544,5.235428712936957
102,-5.394779173620585,4419,0.02590039694014023,5.31566126687168
103,20.650561605673598,4468,0.024341323412954807,5.259707242099777
104,16.839351044559525,4524,0.024383124307190116,5.296478435898092
105,4.292589124456928,4569,0.021498265109308388,5.2615900589264255
106,9.202768510937144,4618,0.024715515710413458,5.26011976741824
107,12.560575001558327,4652,0.030215193198195527,5.229109724671503
108,11.332872120237248,4692,0.028733168297061105,5.201273883486943
109,5.494317383482619,4744,0.03431775438476284,5.201703800498277
110,18.512353938172538,4786,0.027253817528659522,5.209148710638782
111,5.666435323744409,4831,0.03293602881224259,5.205119652340628
112,18.390784700655665,4878,0.027952628889276337,5.200150594128471
113,3.7451180432093754,4914,0.028072787222225924,5.1786083986465155
114,11.757247346360117,4958,0.02792985625565052,5.1681633967011225
115,3.066917585719054,4994,0.02310688343100451,5.1619309965094935
116,8.817784353048165,5060,0.026167711256933745,5.207429704368644
117,1.1566924352259065,5112,0.024540445363184192,5.207135796429166
118,7.707543422822969,5162,0.025542520826645924,5.200969812935293
119,16.007302828671115,5213,0.03153533162549138,5.204304315232451
120,33.09781662427092,5280,0.02960377949399545,5.212939207709221
121,14.529243498013571,5326,0.02687486324538576,5.2040078567236385
122,14.058852604391717,5369,0.02873072193258188,5.191799744048784
123,4.338072696533434,5422,0.027519063782636768,5.174155865626496
124,4.7242251160364646,5462,0.031534616903560915,5.164430883152022
125,13.47614583230823,5499,0.02571299490763953,5.1645327043812275
126,0.04859182494576686,5537,0.037390704051806375,5.174713746186923
127,1.1330133614070075,5573,0.03388228257362907,5.170744193289198
128,26.60610367417039,5623,0.038141953813679075,5.186215225893369
129,10.505706596052253,5665,0.03510859610816074,5.18777184769203
130,-2.3895137564262434,5708,0.03925582381304015,5.196337669898785
131,50.396304865805845,5787,0.03201427698368207,5.20174108154976
132,8.015451712809938,5834,0.032696245975481965,5.196617810984924
133,3.6003664271600204,5872,0.028471424530905027,5.184904412663698
134,17.939912815008825,5927,0.026311093775023307,5.199093564830366
135,16.92028354487691,5969,0.029105720716680206,5.203056725245571
136,6.778658875074253,6015,0.025899668957324738,5.201499290929236
137,7.57434824089902,6061,0.027270516063621703,5.207369659553685
138,14.970645594991375,6104,0.028557349991222673,5.2072342939938645
139,13.882406973877721,6150,0.025825870996142957,5.203715001142433
140,0.8606107643644876,6180,0.026085559338811907,5.186982861280818
141,3.720356997716907,6219,0.02731802414637059,5.190688785006859
142,6.580690274524748,6256,0.027656527579222854,5.18578806284631
143,-1.2247375553020774,6325,0.029159791195499045,5.198716693397642
144,6.175402892582046,6371,0.028097388790325917,5.201207961607759
145,2.849155074337597,6405,0.023893152470035213,5.195314955383421
146,6.754152134931239,6444,0.03257029328960925,5.194070984393657
147,7.561185480998699,6489,0.02875219362423472,5.196049642295271
148,18.874271237816956,6539,0.032999088257259016,5.204409832377447
149,4.683303971063818,6585,0.027421271349204347,5.20096297367025
150,4.989563542107742,6620,0.034402302362852626,5.196792965543379
151,8.515744582597002,6660,0.03132847233152971,5.196913810550256
152,41.34604087671585,6783,0.02876114382618858,5.21383779007582
153,4.38412619969664,6825,0.03529805287198965,5.2138014592843
154,84.3974358353912,7004,0.032902429139034614,5.236307468096321
155,14.65506452210585,7046,0.03460106270950894,5.231476578335733
156,26.157747316778796,7137,0.034018708797900574,5.2398108925034785
157,22.096268826057745,7179,0.035833929383824036,5.239371086150293
158,55.008234369756224,7352,0.05986039394555592,5.253991959723981
159,9.686825028456159,7425,0.04196535727965671,5.258215654446545
160,54.8180239180023,7538,0.03705212326818391,5.26085688822679
161,53.406585188362435,7654,0.036382238699011825,5.264513408280364
162,33.83619447652053,7768,0.039717296478541,5.266475109037367
163,54.09948180883352,7939,0.04020401741226399,5.270211295986623
164,199.85674265512205,8322,0.053229158768469155,5.2730259247770155
165,18.677596216937435,8370,0.05510240485321502,5.272068459624739
166,76.76566542120679,8539,0.061750071408117516,5.273261389881389
167,-0.21854682834233863,8570,0.0539147982490249,5.271728119482928
168,158.90860863570828,8748,0.06438039811380082,5.272642885328503
169,6.986404978439058,8797,0.06893263589590788,5.270227083089602
170,59.940427456249466,8927,0.07393129427298789,5.268317091426279
171,100.80244299942122,9118,0.07685154871433042,5.266782338558933
172,1.5671085934502216,9152,0.08472380872283664,5.266050257077907
173,9.06886821178064,9204,0.12538783245210378,5.26555919911795
174,31.06699404159368,9275,0.08550913844050632,5.266027521924828
175,79.06984227335839,9445,0.08164848422097881,5.2671743314056245
176,19.17122873853874,9498,0.07920154391063584,5.266719104325124
177,6.387852462201014,9564,0.071947023216913,5.266437754749822
178,13.717575856174026,9605,0.08889143550325007,5.265965716011974
179,3.4182454362576795,9645,0.0995833542107082,5.265958770795671
180,117.38817949767932,9841,0.09818042688033908,5.266880911165021
181,46.95305446786016,9966,0.09591693023131007,5.266828619559769
182,117.12531725388538,10228,0.11084062268978742,5.26774853870305
183,32.125879131726755,10316,0.10804179649841919,5.267787627404609
184,17.635923896851352,10371,0.1024151214930628,5.267670308905474
185,78.60750807498376,10551,0.13416590189653865,5.267961910967575
186,3.7392584258662662,10597,0.16123381193647993,5.26794361821977
187,89.18314850812098,10798,0.13403485912718985,5.268243107980661
188,5.039989309774633,10841,0.12403933619233695,5.268187931233666
189,44.99685627800316,10933,0.12561178323562427,5.26815179446164
190,156.81223888004536,11164,0.14406591729293095,5.268267303430314
191,-5.348710179970329,11209,0.12442316787074441,5.2682146484078025
192,54.387533699252515,11318,0.15131128691136836,5.2682214598677914
193,7.820177541731454,11372,0.14685346111655234,5.268199918309411
194,78.36803731954396,11473,0.15896696944301034,5.268192044125699
195,59.539386334726814,11576,0.176272455495424,5.268222259877952
196,65.81846907364191,11721,0.15183406731445495,5.268246225261577
197,96.89365582706502,11902,0.16407109342597342,5.268356743307335
198,-8.013929451361708,11956,0.16879660812291233,5.26835265790336
199,61.312345830216444,12078,0.17107651985394276,5.26832588095649
200,18.07737765233704,12210,0.23314154632669642,5.268341815960805
201,40.30279342091843,12311,0.22667952108324743,5.268324759866594
202,30.32508880022648,12368,0.42581520717719507,5.268318077079867
203,2.1576228559072774,12400,0.3440290389187408,5.268293995096577
204,2.058192214525457,12442,0.21795996755015018,5.268279155607773
205,24.318956236975886,12515,0.19716620666755214,5.268269696728806
206,50.12803799901805,12601,0.1704354422359631,5.26827046879934
207,71.18144453550302,12738,0.15356805758631747,5.268275303634886
208,8.296018399263193,12818,0.14436299482613435,5.268269405679316
209,57.88783406356103,12939,0.1647581309080124,5.268262767232539
210,5.96758549853395,12976,0.18114809319376945,5.268240013505576
211,27.846517993108712,13076,0.2283126191411278,5.268226639383163
212,76.60705084321056,13193,0.17491391638956838,5.268219632426793
213,2.3588494063535705,13243,0.16963463305842644,5.268217124261581
214,0.8568227090519347,13287,0.20642421651217674,5.268214367751088
215,8.170377324067708,13359,0.19737386795347683,5.268203751496281
216,23.357351662549355,13413,0.20341036028482698,5.268193534940872
217,139.8656425825831,13710,0.21279109031862062,5.268221714138348
218,113.4018983925595,13927,0.2374159242069229,5.268228088128322
219,5.479490906433364,13965,0.22923927830579954,5.268221967523632
220,285.99230262674826,14356,0.27303950744205896,5.268233338252169
221,187.84435343384052,14694,0.25936127574922063,5.268241460657299
222,55.65075178657503,14822,0.23873820369557816,5.26824219063615
223,-7.306588601409388,14869,0.24649883015081286,5.268239677765024
224,146.66561098888937,15148,0.2977490427770785,5.26824113906678
225,109.7865436954364,15393,0.2985517234518761,5.2682433902218495
226,162.58700672655593,15605,0.28979134842963283,5.268246217044661
227,442.5227694337049,16389,0.3650871836360852,5.268245893320217
228,542.3600475242632,17342,0.4024713181068562,5.268246091799265
229,241.67608500826117,17724,0.44434066293834085,5.268246178083843
230,66.60998771790719,17855,0.4550601001264471,5.268246104561349
231,377.4556246907989,18474,0.49160230433748614,5.268246395693379
232,91.90501771388193,18718,0.5271014850662679,5.268246475756012
233,39.92558342434608,18834,0.5676965349250369,5.268246473900416
234,93.89436652833844,19110,0.5483112024809049,5.26824651873058
235,133.93987591875103,19336,0.5651458531027324,5.2682465380467
236,200.17807554117994,19731,0.5645635466683995,5.268246543579622
237,259.76655200238173,20120,0.6032892944530035,5.2682465993628345
238,294.5319136568109,20580,0.6209267722099309,5.268246614922797
239,181.18740778275586,20895,0.672398461759845,5.268246624455489
240,26.870918062396434,21004,0.5802644699811935,5.2682466170746896
241,157.0119038081979,21306,0.6531854948096543,5.268246623225932
242,232.30685148296973,21596,0.6685272052730482,5.2682466272793
243,314.55178097370674,22123,0.654038894963874,5.268246633508482
244,380.2650088056794,22963,0.6770215040509114,5.268246634491348
245,52.66747615939014,23248,0.6978528987277638,5.26824663454227
246,403.0597396110679,23881,0.7834509578930091,5.268246633897436
247,129.98149066841154,24087,0.7659243158096276,5.2682466336942335
248,194.08452761126566,24371,1.0145940945859542,5.268246633984386
249,777.0786423224548,25747,0.8714359009242092,5.26824663291974
250,30.21641086446663,25960,1.0491025144948023,5.268246632903968
251,0.1668802734611532,26015,1.0278798865952663,5.268246632866487
252,95.43355563368749,26335,1.1024833385168207,5.26824663282579
253,-2.4324126770692063,26453,1.139086779426126,5.268246632788455
254,466.2600677373996,27283,1.0402431998191184,5.268246632526557
255,587.2115678536939,28671,1.1446668657362247,5.268246632369015
256,108.69534790932542,28873,2.081795241004728,5.268246632367823
257,5.853808846832644,28914,1.5487438695771354,5.26824663236525
258,222.6297081584034,29299,1.4017325887176657,5.268246632364157
259,238.8738034403797,29851,1.3554026930446434,5.26824663236529
260,7.979762282268851,29949,1.6131848706440493,5.268246632364403
261,945.7622786922059,31312,1.4750911951218009,5.268246632357886
262,249.10551933480122,31618,1.2205954518302644,5.268246632357653
263,193.87602347220562,31885,1.2410437038251714,5.268246632357445
264,-7.6259291585455475,31924,1.6621247477829457,5.26824663235731
265,184.17942784734217,32223,1.1432675979534785,5.268246632357167
266,626.8108609945049,33227,1.288148249174232,5.268246632356748
267,102.9607741831621,33439,1.2080700420577761,5.268246632356722
268,459.70263094405027,34207,1.4887418213296775,5.2682466323565835
269,14.261783276547707,34250,1.3094374557787722,5.268246632356569
270,521.30578795201,35063,1.3300995879442745,5.268246632356464
271,70.02119110874958,35290,1.2853199953311367,5.268246632356475
272,579.9388631629564,36090,1.5298759414908591,5.2682466323564565
273,657.2624003413572,36895,1.635323029445951,5.268246632356453
274,941.9279687033033,38338,1.6970883929725333,5.268246632356075
275,486.52434236078324,39352,1.8192942234682918,5.268246632356075
276,369.86555233853744,39891,1.7666320036130922,5.268246632356075
277,384.74021434279825,40554,1.5466163571116076,5.268246632356075
278,-5.818822114221318,40606,1.687858706937646,5.268246632356075
279,20.311406085553763,40791,2.237528036358536,5.268246632356075
280,498.6928319277426,41943,1.6572791525103792,5.268246632356075
281,55.128330279652786,42070,2.229609362781048,5.268246632356075
282,309.58884121753596,42568,1.8465652678139464,5.268246632356075
283,81.81729563648408,42794,1.556755394793817,5.268246632356075
284,52.985035548099134,42921,1.5909485777374357,5.268246632356075
